Timestamp   value
"1553977083"  994.3
"1553977092"  994.3
"1553977127"  994.2
"1553977136"  994.3
"1553977145"  994.2
"1553977163"  994.2
"1553977190"  994.1
"1553977208"  994.1
"1553977217"  994.1
"1553977252"  994.2
"1553977288"  994.1
"1553977306"  994.1
"1553977323"  994.0
"1553977332"  994.1
"1553977368"  994.1
"1553977377"  994.2
"1553977386"  994.1
"1553977395"  994.2
"1553977404"  994.1
"1553977421"  994.1
"1553977430"  994.0
"1553977448"  994.1
"1553977457"  994.0
"1553977466"  994.0
"1553977493"  994.0
"1553977502"  994.1
"1553977511"  993.9
"1553977520"  994.0
"1553977528"  994.0
"1553977546"  994.0
"1553977555"  994.0
"1553977564"  994.0
"1553977573"  993.9
"1553977582"  994.0
"1553977591"  994.0
"1553977600"  993.9
"1553977609"  993.9
"1553977627"  994.0
"1553977636"  993.9
"1553977644"  994.0
"1553977662"  994.0
"1553977671"  993.9
"1553977680"  993.8
"1553977698"  993.9
"1553977707"  994.0
"1553977725"  993.9
"1553977734"  994.0
"1553977743"  994.0
"1553977751"  993.9
"1553977760"  993.9
"1553977769"  994.0
"1553977778"  993.9
"1553977787"  994.1
"1553977796"  993.8
"1553977805"  993.8
"1553977814"  993.8
"1553977823"  993.8
"1553977832"  993.8
"1553977841"  993.8
"1553977850"  993.8
"1553977867"  993.9
"1553977876"  994.0
"1553977903"  993.8
"1553977921"  993.9
"1553977930"  994.0
"1553977939"  993.9
"1553977948"  993.9
"1553977957"  993.9
"1553977966"  993.8
"1553977975"  993.8
"1553977983"  993.9
"1553977992"  993.9
"1553978001"  993.8
"1553978010"  993.8
"1553978028"  993.8
"1553978037"  993.9
"1553978046"  993.8
"1553978055"  993.8
"1553978064"  993.8
"1553978073"  993.9
"1553978082"  993.8
"1553978091"  993.8
"1553978108"  993.8
"1553978117"  993.8
"1553978135"  993.8
"1553978144"  993.9
"1553978162"  993.8
"1553978171"  993.8
"1553978180"  993.8
"1553978189"  993.8
"1553978216"  993.9
"1553978225"  993.8
"1553978233"  993.8
"1553978251"  993.8
"1553978269"  993.8
"1553978278"  993.7
"1553978287"  993.8
"1553978323"  993.8
"1553978349"  993.8
"1553978367"  993.7
"1553978376"  993.7
"1553978385"  993.7
"1553978394"  993.7
"1553978403"  993.7
"1553978412"  993.7
"1553978421"  993.7
"1553978430"  993.7
"1553978439"  993.7
"1553978457"  993.7
"1553978465"  993.7
"1553978483"  993.8
"1553978501"  993.7
"1553978510"  993.8
"1553978519"  993.8
"1553978537"  993.8
"1553978546"  993.8
"1553978555"  993.8
"1553978572"  993.7
"1553978581"  993.7
"1553978590"  993.7
"1553978599"  993.6
"1553978608"  993.6
"1553978626"  993.7
"1553978635"  993.7
"1553978644"  993.6
"1553978653"  993.7
"1553978670"  993.7
"1553978679"  993.8
"1553978688"  993.7
"1553978697"  993.7
"1553978706"  993.6
"1553978715"  993.7
"1553978724"  993.7
"1553978742"  993.6
"1553978751"  993.7
"1553978760"  993.6
"1553978768"  993.6
"1553978777"  993.7
"1553978786"  993.7
"1553978795"  993.7
"1553978804"  993.7
"1553978813"  993.7
"1553978831"  993.6
"1553978876"  993.7
"1553978903"  993.6
"1553978920"  993.6
"1553978947"  993.6
"1553978956"  993.6
"1553978965"  993.6
"1553979019"  993.6
"1553979036"  993.6
"1553979072"  993.5
"1553979117"  993.5
"1553979144"  993.5
"1553979171"  993.4
"1553979180"  993.5
"1553979189"  993.5
"1553979199"  993.5
"1553979208"  993.5
"1553979217"  993.5
"1553979226"  993.5
"1553979235"  993.5
"1553979253"  993.4
"1553979262"  993.4
"1553979271"  993.4
"1553979280"  993.4
"1553979289"  993.4
"1553979299"  993.4
"1553979308"  993.4
"1553979317"  993.4
"1553979326"  993.4
"1553979335"  993.5
"1553979344"  993.5
"1553979371"  993.5
"1553979380"  993.4
"1553979389"  993.4
"1553979398"  993.4
"1553979407"  993.4
"1553979416"  993.4
"1553979425"  993.4
"1553979434"  993.4
"1553979443"  993.4
"1553979452"  993.3
"1553979461"  993.4
"1553979470"  993.4
"1553979479"  993.4
"1553979488"  993.4
"1553979497"  993.4
"1553979516"  993.4
"1553979534"  993.4
"1553979543"  993.4
"1553979552"  993.4
"1553979561"  993.4
"1553979588"  993.5
"1553979597"  993.4
"1553979606"  993.4
"1553979615"  993.4
"1553979633"  993.3
"1553979642"  993.3
"1553979660"  993.2
"1553979669"  993.3
"1553979678"  993.3
"1553979687"  993.3
"1553979705"  993.2
"1553979715"  993.2
"1553979724"  993.3
"1553979733"  993.3
"1553979741"  993.3
"1553979760"  993.3
"1553979769"  993.2
"1553979778"  993.3
"1553979796"  993.2
"1553979805"  993.3
"1553979814"  993.2
"1553979823"  993.2
"1553979832"  993.2
"1553979850"  993.2
"1553979868"  993.3
"1553979877"  993.3
"1553979886"  993.2
"1553979904"  993.2
"1553979913"  993.3
"1553979922"  993.2
"1553979931"  993.3
"1553979940"  993.2
"1553979949"  993.2
"1553979958"  993.3
"1553979994"  993.2
